id,name,category,calories,proteins,carbs,fats
7798,"Oil, corn, peanut, and olive",Baking goods,884.0,0.0,0.0,100000.0
7799,"Pie crust, cookie-type, prepared from recipe, graham cracker, baked",Baking goods,494.0,4200.0,65200.0,24900.0
7800,"Pie crust, standard-type, dry mix",Baking goods,518.0,6900.0,52100.0,31400.0
7801,"Pie crust, standard-type, dry mix, prepared, baked",Baking goods,501.0,6700.0,50400.0,30400.0
7802,"Pie crust, standard-type, frozen, ready-to-bake, enriched",Baking goods,457.0,6160.0,48620.0,26070.0
7803,"Pie crust, standard-type, frozen, ready-to-bake, enriched, baked",Baking goods,508.0,6500.0,56240.0,28590.0
7804,"Pie crust, standard-type, prepared from recipe, baked",Baking goods,527.0,6400.0,47500.0,34600.0
7805,"Pie crust, cookie-type, prepared from recipe, chocolate wafer, chilled",Baking goods,506.0,5100.0,54400.0,31100.0
7806,"Pie crust, cookie-type, prepared from recipe, graham cracker, chilled",Baking goods,484.0,4100.0,63900.0,24400.0
7807,"Pie crust, cookie-type, prepared from recipe, vanilla wafer, chilled",Baking goods,531.0,3700.0,50200.0,36200.0
7808,"Pie crust, standard-type, prepared from recipe, unbaked",Baking goods,469.0,5700.0,42300.0,30800.0
7809,"Pie crust, standard-type, frozen, ready-to-bake, unenriched",Baking goods,457.0,3900.0,44100.0,29200.0
7810,"Pie Crust, Cookie-type, Graham Cracker, Ready Crust",Baking goods,501.0,5100.0,64300.0,24830.0
7811,"Pie Crust, Cookie-type, Chocolate, Ready Crust",Baking goods,484.0,6080.0,64480.0,22420.0
7812,"Pie crust, deep dish, frozen, unbaked, made with enriched flour",Baking goods,468.0,5520.0,46790.0,28740.0
7813,"Pie crust, refrigerated, regular, baked",Baking goods,506.0,3410.0,58520.0,28690.0
7814,"Pie crust, deep dish, frozen, baked, made with enriched flour",Baking goods,521.0,6100.0,52470.0,31840.0
7815,"Pie crust, refrigerated, regular, unbaked",Baking goods,445.0,2970.0,51110.0,25460.0
7816,"Pie fillings, apple, canned",Baking goods,100.0,100.0,26100.0,100.0
7817,"Pie fillings, canned, cherry",Baking goods,115.0,370.0,28000.0,70.0
7818,"Pie fillings, cherry, low calorie",Baking goods,53.0,820.0,11980.0,160.0
7819,"Pie fillings, blueberry, canned",Baking goods,181.0,410.0,44380.0,200.0
7820,"Pie, apple, commercially prepared, enriched flour",Confectioneries,237.0,1900.0,34000.0,11000.0
7821,"Pie, apple, prepared from recipe",Confectioneries,265.0,2400.0,37100.0,12500.0
7822,"Pie, banana cream, prepared from mix, no-bake type",Confectioneries,251.0,3400.0,31600.0,12900.0
7823,"Pie, banana cream, prepared from recipe",Confectioneries,269.0,4400.0,32900.0,13600.0
7824,"Pie, blueberry, commercially prepared",Confectioneries,232.0,1800.0,34900.0,10000.0
7825,"Pie, blueberry, prepared from recipe",Confectioneries,245.0,2700.0,33500.0,11900.0
7826,"Pie, cherry, commercially prepared",Confectioneries,260.0,2000.0,39800.0,11000.0
7827,"Pie, cherry, prepared from recipe",Confectioneries,270.0,2800.0,38500.0,12200.0
7828,"Pie, chocolate creme, commercially prepared",Confectioneries,304.0,2600.0,33600.0,19400.0
7829,"Pie, chocolate mousse, prepared from mix, no-bake type",Confectioneries,260.0,3500.0,29600.0,15400.0
7830,"Pie, coconut creme, commercially prepared",Confectioneries,298.0,2100.0,37200.0,16600.0
7831,"Pie, coconut cream, prepared from mix, no-bake type",Confectioneries,276.0,2800.0,28500.0,17600.0
7832,"Pie, coconut custard, commercially prepared",Confectioneries,260.0,5900.0,30200.0,13200.0
7833,"Pie, egg custard, commercially prepared",Confectioneries,210.0,5500.0,20800.0,11600.0
7834,"Pie, fried pies, fruit",Confectioneries,316.0,3000.0,42600.0,16100.0
7835,"Pie, lemon meringue, commercially prepared",Confectioneries,268.0,1500.0,47200.0,8700.0
7836,"Pie, lemon meringue, prepared from recipe",Confectioneries,285.0,3800.0,39100.0,12900.0
7837,"Pie, mince, prepared from recipe",Confectioneries,289.0,2600.0,48000.0,10800.0
7838,"Pie, peach",Confectioneries,223.0,1900.0,32900.0,10000.0
7839,"Pie, pecan, commercially prepared",Confectioneries,407.0,4500.0,59610.0,16690.0
7840,"Pie, pecan, prepared from recipe",Confectioneries,412.0,4900.0,52200.0,22200.0
7841,"Pie, pumpkin, commercially prepared",Confectioneries,243.0,3900.0,34830.0,9750.0
7842,"Pie, pumpkin, prepared from recipe",Confectioneries,204.0,4500.0,26400.0,9300.0
7843,"Pie, vanilla cream, prepared from recipe",Confectioneries,278.0,4800.0,32600.0,14400.0
7844,"Pie, apple, commercially prepared, unenriched flour",Confectioneries,237.0,1900.0,34000.0,11000.0
7845,"Pie, fried pies, cherry",Confectioneries,316.0,3000.0,42600.0,16100.0
7846,"Pie, fried pies, lemon",Confectioneries,316.0,3000.0,42600.0,16100.0
7847,"Pie, Dutch Apple, Commercially Prepared",Confectioneries,290.0,2170.0,44540.0,11500.0
7848,"Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)",Fats and oils,884.0,0.0,0.0,100000.0
7849,"Shortening, household, lard and vegetable oil",Fats and oils,900.0,0.0,0.0,100000.0
7850,"Shortening bread, soybean (hydrogenated) and cottonseed",Fats and oils,884.0,0.0,0.0,100000.0
7851,"Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)",Fats and oils,884.0,0.0,0.0,100000.0
7852,"Shortening industrial, lard and vegetable oil",Fats and oils,900.0,0.0,0.0,100000.0
7853,"Shortening frying (heavy duty), beef tallow and cottonseed",Fats and oils,900.0,0.0,0.0,100000.0
7854,"Shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)",Fats and oils,884.0,0.0,0.0,100000.0
7855,"Shortening industrial, soybean (hydrogenated) and cottonseed",Fats and oils,884.0,0.0,0.0,100000.0
7856,"Shortening frying (heavy duty), palm (hydrogenated)",Fats and oils,884.0,0.0,0.0,100000.0
7857,Shortening household soybean (hydrogenated) and palm,Fats and oils,884.0,0.0,0.0,100000.0
7858,"Shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)",Fats and oils,884.0,0.0,0.0,100000.0
7859,"Shortening, confectionery, fractionated palm",Fats and oils,884.0,0.0,0.0,100000.0
7860,"Shortening, special purpose for cakes and frostings, soybean (hydrogenated)",Fats and oils,884.0,0.0,0.0,100000.0
7861,"Shortening, special purpose for baking, soybean (hydrogenated) palm and cottonseed",Fats and oils,884.0,0.0,0.0,100000.0
7862,"Shortening, multipurpose, soybean (hydrogenated) and palm (hydrogenated)",Fats and oils,884.0,0.0,0.0,100000.0
7863,"Shortening, vegetable, household, composite",Fats and oils,884.0,0.0,0.0,99970.0
7864,"Shortening, industrial, soy (partially hydrogenated), pourable liquid fry shortening",Fats and oils,884.0,0.0,0.0,100000.0
7865,"Shortening, industrial, soy (partially hydrogenated ) and corn for frying",Fats and oils,884.0,0.0,0.0,100000.0
7866,"Shortening, industrial, soy (partially hydrogenated ) for baking and confections",Fats and oils,884.0,0.0,0.0,100000.0
7867,SILK Original Creamer,Soy,100.0,0.0,6670.0,6670.0
7868,SILK French Vanilla Creamer,Soy,133.0,0.0,20000.0,6670.0
7869,SILK Hazelnut Creamer,Soy,133.0,0.0,20000.0,6670.0
7870,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate",Baking goods,354.0,5210.0,34380.0,21880.0
7871,"Ice cream cones, cake or wafer-type",Baking goods,417.0,8100.0,79000.0,6900.0
7872,"Ice cream cones, sugar, rolled-type",Baking goods,402.0,7900.0,84100.0,3800.0
7873,Molasses,Baking goods,290.0,0.0,74730.0,100.0
7874,Cream Crackers,Snack foods,450.52581262,9500.0,63900.0,16300.0
7875,"Crackers, cheese, regular",Snack foods,489.0,10930.0,59420.0,22740.0
7876,"Crackers, cheese, sandwich-type with peanut butter filling",Snack foods,496.0,12410.0,56740.0,25120.0
7877,"Crackers, matzo, plain",Snack foods,395.0,10000.0,83700.0,1400.0
7878,"Crackers, matzo, egg",Snack foods,391.0,12300.0,78600.0,2100.0
7879,"Crackers, matzo, whole-wheat",Snack foods,351.0,13100.0,78900.0,1500.0
7880,"Crackers, melba toast, plain",Snack foods,390.0,12100.0,76600.0,3200.0
7881,"Crackers, melba toast, rye (includes pumpernickel)",Snack foods,389.0,11600.0,77300.0,3400.0
7882,"Crackers, melba toast, wheat",Snack foods,374.0,12900.0,76400.0,2300.0
7883,"Crackers, milk",Snack foods,455.0,7600.0,69700.0,15800.0
7884,"Crackers, rusk toast",Snack foods,407.0,13500.0,72300.0,7200.0
7885,"Crackers, rye, sandwich-type with cheese filling",Snack foods,481.0,9200.0,60800.0,22300.0
7886,"Crackers, rye, wafers, plain",Snack foods,334.0,9600.0,80400.0,900.0
7887,"Crackers, rye, wafers, seasoned",Snack foods,381.0,9000.0,73800.0,9200.0
7888,"Crackers, saltines (includes oyster, soda, soup)",Snack foods,421.0,9500.0,74340.0,8850.0
7889,"Crackers, standard snack-type, regular",Snack foods,504.0,6600.0,61370.0,25830.0
7890,"Crackers, standard snack-type, sandwich, with cheese filling",Snack foods,477.0,9300.0,61700.0,21100.0
7891,"Crackers, standard snack-type, sandwich, with peanut butter filling",Snack foods,494.0,11470.0,58380.0,24540.0
7892,"Crackers, wheat, regular",Snack foods,456.0,8950.0,67350.0,17360.0
7893,"Crackers, wheat, sandwich, with cheese filling",Snack foods,497.0,9800.0,58200.0,25000.0
7894,"Crackers, wheat, sandwich, with peanut butter filling",Snack foods,495.0,13500.0,53800.0,26700.0
7895,"Crackers, whole-wheat",Snack foods,427.0,10580.0,69550.0,14130.0
7896,Cracker meal,Snack foods,383.0,9300.0,80900.0,1700.0
7897,"Crackers, matzo, egg and onion",Snack foods,391.0,10000.0,77100.0,3900.0
7898,"Crackers, melba toast, plain, without salt",Snack foods,390.0,12100.0,76600.0,3200.0
7899,"Crackers, saltines, low salt (includes oyster, soda, soup)",Snack foods,421.0,9500.0,74340.0,8850.0
7900,"Crackers, saltines, unsalted tops (includes oyster, soda, soup)",Snack foods,434.0,9200.0,71500.0,11800.0
7901,"Crackers, standard snack-type, regular, low salt",Snack foods,502.0,7400.0,61000.0,25300.0
7902,"Crackers, wheat, low salt",Snack foods,473.0,8600.0,64900.0,20600.0
7903,"Crackers, whole-wheat, low salt",Snack foods,443.0,8800.0,68600.0,17200.0
7904,"Crackers, cheese, low sodium",Snack foods,503.0,10100.0,58200.0,25300.0
7905,"Crackers, saltines, fat-free, low-sodium",Snack foods,393.0,10500.0,82300.0,1600.0
7906,"NABISCO, NABISCO GRAHAMS Crackers",Snack foods,424.0,6990.0,76200.0,10000.0
7907,"NABISCO, NABISCO RITZ Crackers",Snack foods,492.0,7230.0,63510.0,23210.0
7908,"Crackers, cheese, sandwich-type with cheese filling",Snack foods,490.0,8920.0,58760.0,24410.0
7909,"Crackers, whole-wheat, reduced fat",Snack foods,416.0,11340.0,75520.0,7590.0
7910,"Crackers, wheat, reduced fat",Snack foods,444.0,9340.0,71520.0,13370.0
7911,"Crackers, snack, GOYA CRACKERS",Snack foods,433.0,14250.0,64350.0,13350.0
7912,"Crackers, cream, GAMESA SABROSAS",Snack foods,484.0,7010.0,64550.0,20370.0
7913,"Crackers, cream, LA MODERNA RIKIS CREAM CRACKERS",Snack foods,422.0,7190.0,64880.0,19500.0
7914,"Crackers, cheese, reduced fat",Snack foods,418.0,10000.0,68190.0,11670.0
7915,"Crackers, saltines, whole wheat (includes multi-grain)",Snack foods,398.0,7140.0,68250.0,10710.0
7916,Kashi TLC Crackers Honey Sesame,Snack foods,398.0,8700.0,72200.0,10400.0
7917,Kashi TLC Crackers Original 7 Grain,Snack foods,404.0,9100.0,70000.0,11900.0
7918,Kashi TLC Crackers Country Cheddar,Snack foods,445.0,9800.0,68000.0,15500.0
7919,Kashi TLC Crackers Asiago Cheese,Snack foods,409.0,11000.0,68500.0,12200.0
7920,Kashi H2H Woven Wheat Cracker Original,Snack foods,396.0,10600.0,73400.0,11600.0
7921,Kashi TLC Crackers Fire Roasted Vegetable,Snack foods,403.0,9500.0,70100.0,11600.0
7922,Kashi H2H Woven Wheat Cracker Roasted Garlic,Snack foods,395.0,10500.0,73200.0,11700.0
7923,"Nance, canned, syrup, drained",Fruits,95.0,560.0,22790.0,1280.0
7924,"Nance, frozen, unsweetened",Fruits,73.0,660.0,16970.0,1160.0
7925,"Naranjilla (lulo) pulp, frozen, unsweetened",Fruits,25.0,440.0,5900.0,220.0
7926,Natto,Soy,212.0,17720.0,14360.0,11000.0
7927,"Ravioli, cheese-filled, canned",Dishes,79.0,2480.0,13640.0,1450.0
7928,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",Dishes,99.0,3410.0,13730.0,3410.0
7929,"Ravioli, cheese with tomato sauce, frozen, not prepared, includes regular and light entrees",Dishes,111.0,4520.0,17310.0,2610.0
7930,"Scrapple, pork",Dishes,213.0,8060.0,14060.0,13870.0
7931,"Spaghetti with meat sauce, frozen entree",Dishes,90.0,5050.0,15240.0,1010.0
7932,"Pasta with Sliced Franks in Tomato Sauce, canned entree",Dishes,90.0,4370.0,12700.0,2380.0
7933,"Tortellini, pasta with cheese filling, fresh-refrigerated, as purchased",Dishes,307.0,13500.0,47000.0,7230.0
7934,"Pasta with meatballs in tomato sauce, canned entree",Dishes,107.0,4170.0,11110.0,5100.0
7935,"Spaghetti, with meatballs, canned",Dishes,107.0,4170.0,11110.0,5100.0
7936,"Pasta with tomato sauce, no meat, canned",Dishes,70.0,2220.0,14220.0,440.0
7937,"Succotash, (corn and limas), raw",Dishes,99.0,5030.0,19590.0,1020.0
7938,"Succotash, (corn and limas), cooked, boiled, drained, without salt",Dishes,115.0,5070.0,24380.0,800.0
7939,"Succotash, (corn and limas), canned, with cream style corn",Dishes,77.0,2640.0,17610.0,540.0
7940,"Succotash, (corn and limas), canned, with whole kernel corn, solids and liquids",Dishes,63.0,2600.0,13980.0,490.0
7941,"Succotash, (corn and limas), frozen, unprepared",Dishes,93.0,4310.0,19940.0,890.0
7942,"Succotash, (corn and limas), frozen, cooked, boiled, drained, without salt",Dishes,93.0,4310.0,19950.0,890.0
7943,"Succotash, (corn and limas), cooked, boiled, drained, with salt",Dishes,111.0,5070.0,24370.0,800.0
7944,"Succotash, (corn and limas), frozen, cooked, boiled, drained, with salt",Dishes,93.0,4310.0,19950.0,890.0
7945,Tamales (Navajo),Dishes,153.0,6280.0,18120.0,6120.0
7946,"Tamales, masa and pork filling (Hopi)",Dishes,168.0,13190.0,18280.0,4700.0
7947,"Restaurant, Latino, tamale, corn",Dishes,186.0,3480.0,26680.0,7210.0
7948,"Restaurant, Latino, tamale, pork",Dishes,174.0,7350.0,15750.0,9040.0
7949,"Rice cake, cracker (include hain mini rice cakes)",Dishes,392.0,7100.0,81100.0,4300.0
7950,"Tree fern, cooked, without salt",Vegetables,40.0,290.0,10980.0,70.0
7951,"Tree fern, cooked, with salt",Vegetables,40.0,290.0,10780.0,70.0
7952,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",Milk and milk products,134.0,6810.0,10040.0,7560.0
7953,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D",Milk and milk products,78.0,7550.0,11350.0,200.0
7954,"Milk, canned, evaporated, with added vitamin A",Milk and milk products,134.0,6810.0,10040.0,7560.0
7955,"Milk, canned, evaporated, without added vitamin A and vitamin D",Milk and milk products,135.0,6810.0,10040.0,7560.0
7956,"USDA Commodity, Bakery, Flour Mix",Cereals and cereal products,400.0,8470.0,62530.0,12900.0
7957,"USDA Commodity, Bakery, Flour Mix Low-fat",Cereals and cereal products,361.0,9070.0,70590.0,4700.0
7958,"Agutuk, fish/berry with seal oil (Alaskan ice cream) (Alaska Native)",Confectioneries,353.0,3400.0,13400.0,31800.0
7959,"Agutuk, meat-caribou (Alaskan ice cream) (Alaska Native)",Confectioneries,258.0,21700.0,900.0,18600.0
7960,"Agutuk, fish with shortening (Alaskan ice cream) (Alaska Native)",Confectioneries,470.0,9000.0,10500.0,43500.0
7961,"Bread, pita, white, enriched",Cereals and cereal products,275.0,9100.0,55700.0,1200.0
7962,"Bread, pita, whole-wheat",Cereals and cereal products,266.0,9800.0,55000.0,2600.0
7963,"Bread, pita, white, unenriched",Cereals and cereal products,275.0,9100.0,55700.0,1200.0
7964,"Focaccia, Italian flatbread, plain",Cereals and cereal products,249.0,8770.0,35820.0,7890.0
7965,"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)",Cereals and cereal products,257.0,10020.0,50500.0,1620.0
7966,"Bagels, plain, toasted, enriched, with calcium propionate (includes onion, poppy, sesame)",Cereals and cereal products,288.0,11140.0,57110.0,1720.0
7967,"Bagels, egg",Cereals and cereal products,278.0,10600.0,53000.0,2100.0
7968,"Bagels, cinnamon-raisin",Cereals and cereal products,273.0,9800.0,55200.0,1700.0
7969,"Bagels, cinnamon-raisin, toasted",Cereals and cereal products,294.0,10600.0,59300.0,1800.0
7970,"Bagels, oat bran",Cereals and cereal products,255.0,10700.0,53300.0,1200.0
7971,"Bagels, plain, enriched, without calcium propionate (includes onion, poppy, sesame)",Cereals and cereal products,275.0,10500.0,53400.0,1600.0
7972,"Bagels, plain, unenriched, with calcium propionate (includes onion, poppy, sesame)",Cereals and cereal products,275.0,10500.0,53400.0,1600.0
7973,"Bagels, plain, unenriched, without calcium propionate(includes onion, poppy, sesame)",Cereals and cereal products,275.0,10500.0,53400.0,1600.0
7974,"Bagel, wheat",Cereals and cereal products,250.0,10200.0,48890.0,1530.0
7975,Bread-crumbs,Cereals and cereal products,355.640535373,10700.0,70300.0,1500.0
7976,"Rye bread crumbs with brown sugar, average values",Cereals and cereal products,352.055449331,6100.0,71600.0,2000.0
7977,"Bread crumbs, dry, grated, plain",Cereals and cereal products,395.0,13350.0,71980.0,5300.0
7978,"Bread stuffing, bread, dry mix",Cereals and cereal products,386.0,11000.0,76200.0,3400.0
7979,"Bread stuffing, bread, dry mix, prepared",Cereals and cereal products,177.0,3200.0,21700.0,8600.0
7980,"Bread stuffing, cornbread, dry mix",Cereals and cereal products,389.0,10000.0,76700.0,4200.0
7981,"Bread stuffing, cornbread, dry mix, prepared",Cereals and cereal products,179.0,2900.0,21900.0,8800.0
7982,"Croutons, plain",Cereals and cereal products,407.0,11900.0,73500.0,6600.0
7983,"Croutons, seasoned",Cereals and cereal products,465.0,10800.0,63500.0,18300.0
7984,"Bread crumbs, dry, grated, seasoned",Cereals and cereal products,383.0,14130.0,68490.0,5480.0
7985,"PILLSBURY, Crusty French Loaf, refrigerated dough",Cereals and cereal products,241.0,7690.0,46150.0,2890.0
7986,"Piki bread, made from blue cornmeal (Hopi)",Cereals and cereal products,390.0,9060.0,72220.0,7160.0
7987,"Bread, blue corn, somiviki (Hopi)",Cereals and cereal products,186.0,3100.0,39840.0,1530.0
7988,"French toast, frozen, ready-to-heat",Cereals and cereal products,213.0,7400.0,32100.0,6100.0
7989,"French toast, prepared from recipe, made with low fat (2%) milk",Cereals and cereal products,229.0,7700.0,25000.0,10800.0
7990,"Fast foods, french toast with butter",Cereals and cereal products,264.0,7660.0,26700.0,13900.0
7991,"Fast foods, french toast sticks",Cereals and cereal products,340.0,6000.0,41210.0,17740.0
7992,"BURGER KING, French Toast Sticks",Cereals and cereal products,349.0,6000.0,41210.0,17740.0
7993,"Baguette, wheat, fine, industrial product",Cereals and cereal products,257.170172084,8300.0,51000.0,1200.0
7994,"Bread, italien type",Cereals and cereal products,254.541108987,8200.0,49500.0,1600.0
7995,"Bread, roll, danish",Cereals and cereal products,297.562141491,9700.0,54000.0,3500.0
7996,"Bread, white",Cereals and cereal products,270.315487572,8000.0,47300.0,4300.0
7997,"Bread, white, coarse grain",Cereals and cereal products,260.994263862,8300.0,46800.0,3300.0
7998,"Bread, white, for sausages",Cereals and cereal products,255.258126195,8700.0,44000.0,3800.0
7999,"Bread, white, roll",Cereals and cereal products,283.221797323,9400.0,53300.0,2500.0
8000,"Bread, white, roll, coarse grain",Cereals and cereal products,286.567877629,9300.0,50300.0,3800.0
8001,"Bread, white, with cracked chestnuts",Cereals and cereal products,262.906309751,8000.0,45600.0,4100.0
8002,"Bread, white, with sunflower kernels",Cereals and cereal products,270.315487572,9000.0,44100.0,5100.0
8003,"Bread, white, with walnuts",Cereals and cereal products,266.969407266,8100.0,45600.0,4500.0
8004,"Bread, white, with wheat bran",Cereals and cereal products,245.458891013,9800.0,44000.0,1900.0
8005,"Bread, white, with whole kernels",Cereals and cereal products,258.365200765,8200.0,42800.0,4400.0
8006,"Bread, wholemeal",Cereals and cereal products,239.961759082,8200.0,44000.0,2000.0
8007,"Rolls, italien type, industrial produced",Cereals and cereal products,269.837476099,9000.0,52100.0,1800.0
8008,"Rolls, white, industrial produced",Cereals and cereal products,273.900573614,8800.0,51200.0,2800.0
8009,"White bread, large",Cereals and cereal products,271.749521989,8500.0,48900.0,3700.0
8010,"Whitebread, for toasting, industrial produced",Cereals and cereal products,256.453154876,8000.0,47700.0,2700.0
8011,"Bread, cracked-wheat",Cereals and cereal products,260.0,8700.0,49500.0,3900.0
8012,"Bread, french or vienna (includes sourdough)",Cereals and cereal products,289.0,11750.0,56440.0,1830.0
8013,"Bread, french or vienna, toasted (includes sourdough)",Cereals and cereal products,319.0,13000.0,61930.0,2140.0
8014,"Bread, reduced-calorie, wheat",Cereals and cereal products,217.0,13320.0,42470.0,2920.0
8015,"Bread, reduced-calorie, white",Cereals and cereal products,207.0,8700.0,44300.0,2500.0
8016,"Bread, wheat",Cereals and cereal products,270.0,10370.0,49460.0,3440.0
8017,"Bread, wheat, toasted",Cereals and cereal products,313.0,12960.0,55770.0,4270.0
8018,"Bread, wheat bran",Cereals and cereal products,248.0,8800.0,47800.0,3400.0
8019,"Bread, wheat germ",Cereals and cereal products,261.0,9600.0,48300.0,2900.0
8020,"Bread, white, commercially prepared (includes soft bread crumbs)",Cereals and cereal products,265.0,9150.0,49060.0,3190.0
8021,"Bread, white, commercially prepared, toasted",Cereals and cereal products,293.0,9000.0,54400.0,4000.0
8022,"Bread, white, prepared from recipe, made with nonfat dry milk",Cereals and cereal products,274.0,7700.0,53600.0,2600.0
8023,"Bread, white, prepared from recipe, made with low fat (2%) milk",Cereals and cereal products,285.0,7900.0,49600.0,5700.0
8024,"Bread, whole-wheat, commercially prepared",Cereals and cereal products,247.0,12950.0,41290.0,3350.0
8025,"Bread, whole-wheat, commercially prepared, toasted",Cereals and cereal products,306.0,16270.0,51160.0,4070.0
8026,"Bread, whole-wheat, prepared from recipe",Cereals and cereal products,278.0,8400.0,51400.0,5400.0
8027,"Bread, whole-wheat, prepared from recipe, toasted",Cereals and cereal products,305.0,9200.0,56400.0,5900.0
8028,"Rolls, dinner, wheat",Cereals and cereal products,273.0,8600.0,46000.0,6300.0
8029,"Rolls, dinner, whole-wheat",Cereals and cereal products,266.0,8700.0,51100.0,4700.0
8030,"Bread, wheat germ, toasted",Cereals and cereal products,293.0,10700.0,54300.0,3300.0
8031,"Bread, white, commercially prepared, low sodium no salt",Cereals and cereal products,267.0,8200.0,49500.0,3600.0
8032,"Bread, white, commercially prepared, toasted, low sodium no salt",Cereals and cereal products,293.0,9000.0,54400.0,4000.0
8033,"Bread, wheat, white wheat",Cereals and cereal products,238.0,10660.0,43910.0,2150.0
8034,"Rye bread, dark",Cereals and cereal products,208.652007648,5700.0,38800.0,1300.0
8035,"Rye bread, dark with high fat seeds and whole kernels",Cereals and cereal products,225.143403442,6200.0,33800.0,5300.0
8036,"Rye bread, dark, pumpernickel",Cereals and cereal products,203.632887189,6800.0,36000.0,1200.0
8037,"Rye bread, dark, wholemeal",Cereals and cereal products,204.349904398,5000.0,38900.0,1200.0
8038,"Rye bread, fine with wheat flour and high fat seeds, industrial prod.",Cereals and cereal products,241.634799235,9000.0,34900.0,5200.0
8039,"Rye bread, fine with wheat flour, no high fat seeds, industrial prod.",Cereals and cereal products,230.640535373,6500.0,45100.0,1300.0
8040,"Rye bread, light",Cereals and cereal products,216.300191205,6200.0,40700.0,1300.0
8041,"Rye bread, soft, with wheat",Cereals and cereal products,211.520076482,4900.0,40700.0,1400.0
8042,"Rye bread, soft, with wheat, high fat seeds and whole kernels",Cereals and cereal products,239.961759082,6900.0,34500.0,6500.0
8043,"Bread, pumpernickel",Cereals and cereal products,250.0,8700.0,47500.0,3100.0
8044,"Bread, pumpernickel, toasted",Cereals and cereal products,275.0,9500.0,52200.0,3400.0
8045,"Bread, reduced-calorie, rye",Cereals and cereal products,203.0,9100.0,40500.0,2900.0
8046,"Bread, rye",Cereals and cereal products,258.0,8500.0,48300.0,3300.0
8047,"Bread, rye, toasted",Cereals and cereal products,284.0,9400.0,53100.0,3600.0
8048,"Rolls, dinner, rye",Cereals and cereal products,286.0,10300.0,53100.0,3400.0
8049,"Rolls, pumpernickel",Cereals and cereal products,277.0,10800.0,52800.0,2800.0
8050,"Bread, oat bran",Cereals and cereal products,236.0,10400.0,39800.0,4400.0
8051,"Bread, oat bran, toasted",Cereals and cereal products,259.0,11400.0,43700.0,4800.0
8052,"Bread, oatmeal",Cereals and cereal products,269.0,8400.0,48500.0,4400.0
8053,"Bread, oatmeal, toasted",Cereals and cereal products,292.0,9200.0,52700.0,4800.0
8054,"Bread, reduced-calorie, oat bran",Cereals and cereal products,201.0,8000.0,41300.0,3200.0
8055,"Bread, reduced-calorie, oat bran, toasted",Cereals and cereal products,239.0,9500.0,49200.0,3800.0
8056,"Bread, reduced-calorie, oatmeal",Cereals and cereal products,210.0,7600.0,43300.0,3500.0
8057,"Rolls, dinner, oat bran",Cereals and cereal products,236.0,9500.0,40200.0,4600.0
8058,"Bread, potato",Cereals and cereal products,266.0,12500.0,47070.0,3130.0
8059,"Bread, cornbread, dry mix, enriched (includes corn muffin mix)",Cereals and cereal products,418.0,7000.0,69500.0,12200.0
8060,"Bread, cornbread, dry mix, prepared",Cereals and cereal products,314.0,7200.0,48100.0,10000.0
8061,"Bread, cornbread, prepared from recipe, made with low fat (2%) milk",Cereals and cereal products,266.0,6700.0,43500.0,7100.0
8062,"Bread, cornbread, dry mix, unenriched (includes corn muffin mix)",Cereals and cereal products,418.0,7000.0,69500.0,12200.0
8063,"Cereals, corn grits, white, regular and quick, enriched, dry",Cereals and cereal products,370.0,7650.0,79090.0,1750.0
8064,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt",Cereals and cereal products,71.0,1710.0,14760.0,460.0
8065,"Cereals, QUAKER, corn grits, instant, plain, dry",Cereals and cereal products,359.0,7310.0,76020.0,2140.0
8066,"Cereals, QUAKER, corn grits, instant, plain, prepared (microwaved or boiling water added), without salt",Cereals and cereal products,76.0,1580.0,15950.0,490.0
8067,"Cereals, QUAKER, corn grits, instant, cheddar cheese flavor, dry",Cereals and cereal products,366.0,8370.0,73080.0,5970.0
8068,"Cereals, QUAKER, corn grits, instant, with imitation bacon bits, dry",Cereals and cereal products,349.0,9850.0,77350.0,1650.0
8069,"Cereals, corn grits, white, regular and quick, unenriched, dry",Cereals and cereal products,371.0,8800.0,79600.0,1200.0
8070,"Cereals, corn grits, yellow, regular and quick, enriched, dry",Cereals and cereal products,368.0,6720.0,79910.0,1490.0
8071,"Cereals, corn grits, yellow, regular and quick, unenriched, dry",Cereals and cereal products,371.0,8800.0,79600.0,1200.0
8072,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, with salt",Cereals and cereal products,71.0,1710.0,14760.0,460.0
8073,"Cereals, corn grits, white, regular and quick, unenriched, cooked with water, without salt",Cereals and cereal products,59.0,1420.0,12870.0,190.0
8074,"Cereals, corn grits, white, regular, quick, unenriched, cooked with water, with salt",Cereals and cereal products,60.0,1400.0,13000.0,200.0
